email_text,label
"Hi, just checking in about the meeting scheduled on 1/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $1699 prize. Claim now.,spam
Reminder: Your appointment is on 5/04/2026.,ham
You are selected for a lottery of $705. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
You are selected for a lottery of $561. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Team meeting scheduled for 6/04/2026. Please attend.,ham
Exclusive deal just for you. Win $4381 cash now.,spam
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 24/04/2026.",ham
Reminder: Your appointment is on 18/04/2026.,ham
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $4157.,spam
Limited time offer! Get 11% off on your purchase. Click here.,spam
Congratulations! You have won a $3393 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
Reminder: Your appointment is on 11/04/2026.,ham
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 2/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $1941 cash now.,spam
Reminder: Your appointment is on 20/04/2026.,ham
Act now! Claim your free reward worth $2734.,spam
Exclusive deal just for you. Win $1638 cash now.,spam
Limited time offer! Get 26% off on your purchase. Click here.,spam
Act now! Claim your free reward worth $784.,spam
"Hi, just checking in about the meeting scheduled on 12/04/2026.",ham
Reminder: Your appointment is on 26/04/2026.,ham
Team meeting scheduled for 5/04/2026. Please attend.,ham
You are selected for a lottery of $1280. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 23/04/2026.",ham
Project update: please review the latest changes.,ham
Act now! Claim your free reward worth $4406.,spam
Exclusive deal just for you. Win $1455 cash now.,spam
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 1/04/2026.",ham
Team meeting scheduled for 17/04/2026. Please attend.,ham
Exclusive deal just for you. Win $4929 cash now.,spam
"Hi, just checking in about the meeting scheduled on 4/04/2026.",ham
You are selected for a lottery of $407. Urgent response needed.,spam
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 10/04/2026.",ham
Team meeting scheduled for 12/04/2026. Please attend.,ham
Exclusive deal just for you. Win $2080 cash now.,spam
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $4715 cash now.,spam
Act now! Claim your free reward worth $2406.,spam
Congratulations! You have won a $4463 prize. Claim now.,spam
Limited time offer! Get 24% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Act now! Claim your free reward worth $1919.,spam
Exclusive deal just for you. Win $4064 cash now.,spam
"Hi, just checking in about the meeting scheduled on 24/04/2026.",ham
Act now! Claim your free reward worth $474.,spam
Exclusive deal just for you. Win $1682 cash now.,spam
Act now! Claim your free reward worth $3632.,spam
"Hi, just checking in about the meeting scheduled on 15/04/2026.",ham
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 4/04/2026.",ham
Congratulations! You have won a $1077 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Act now! Claim your free reward worth $2132.,spam
Exclusive deal just for you. Win $4694 cash now.,spam
Please find attached the report for review.,ham
Act now! Claim your free reward worth $3298.,spam
Congratulations! You have won a $2459 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Limited time offer! Get 37% off on your purchase. Click here.,spam
Reminder: Your appointment is on 11/04/2026.,ham
Congratulations! You have won a $1671 prize. Claim now.,spam
Team meeting scheduled for 2/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Act now! Claim your free reward worth $4477.,spam
Limited time offer! Get 53% off on your purchase. Click here.,spam
Congratulations! You have won a $4616 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $4940 cash now.,spam
Reminder: Your appointment is on 20/04/2026.,ham
Please find attached the report for review.,ham
The payment of $395 has been successfully processed.,ham
Limited time offer! Get 54% off on your purchase. Click here.,spam
Team meeting scheduled for 10/04/2026. Please attend.,ham
Team meeting scheduled for 21/04/2026. Please attend.,ham
Reminder: Your appointment is on 19/04/2026.,ham
Congratulations! You have won a $972 prize. Claim now.,spam
Exclusive deal just for you. Win $980 cash now.,spam
Team meeting scheduled for 12/04/2026. Please attend.,ham
Limited time offer! Get 10% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 26/04/2026.",ham
Limited time offer! Get 50% off on your purchase. Click here.,spam
Team meeting scheduled for 6/04/2026. Please attend.,ham
You are selected for a lottery of $1009. Urgent response needed.,spam
The payment of $1968 has been successfully processed.,ham
Project update: please review the latest changes.,ham
You are selected for a lottery of $4774. Urgent response needed.,spam
You are selected for a lottery of $1540. Urgent response needed.,spam
The payment of $1458 has been successfully processed.,ham
Team meeting scheduled for 21/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 3/04/2026.",ham
Project update: please review the latest changes.,ham
The payment of $588 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Act now! Claim your free reward worth $1981.,spam
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 3/04/2026.",ham
Project update: please review the latest changes.,ham
You are selected for a lottery of $2795. Urgent response needed.,spam
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
The payment of $1620 has been successfully processed.,ham
Congratulations! You have won a $4050 prize. Claim now.,spam
Congratulations! You have won a $1897 prize. Claim now.,spam
Team meeting scheduled for 24/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 24/04/2026.,ham
Team meeting scheduled for 22/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 7/04/2026. Please attend.,ham
"Hi, just checking in about the meeting scheduled on 9/04/2026.",ham
The payment of $1425 has been successfully processed.,ham
Congratulations! You have won a $1462 prize. Claim now.,spam
Team meeting scheduled for 20/04/2026. Please attend.,ham
You are selected for a lottery of $3752. Urgent response needed.,spam
The payment of $441 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 3/04/2026.,ham
Team meeting scheduled for 17/04/2026. Please attend.,ham
"Hi, just checking in about the meeting scheduled on 14/04/2026.",ham
You are selected for a lottery of $303. Urgent response needed.,spam
Reminder: Your appointment is on 15/04/2026.,ham
Exclusive deal just for you. Win $4190 cash now.,spam
Reminder: Your appointment is on 16/04/2026.,ham
Please find attached the report for review.,ham
Exclusive deal just for you. Win $2780 cash now.,spam
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 4/04/2026.,ham
Exclusive deal just for you. Win $4771 cash now.,spam
The payment of $1965 has been successfully processed.,ham
Limited time offer! Get 67% off on your purchase. Click here.,spam
The payment of $947 has been successfully processed.,ham
Please find attached the report for review.,ham
The payment of $270 has been successfully processed.,ham
You are selected for a lottery of $1877. Urgent response needed.,spam
Limited time offer! Get 59% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Limited time offer! Get 36% off on your purchase. Click here.,spam
Limited time offer! Get 54% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $1975.,spam
Team meeting scheduled for 2/04/2026. Please attend.,ham
Exclusive deal just for you. Win $4248 cash now.,spam
"Hi, just checking in about the meeting scheduled on 5/04/2026.",ham
Act now! Claim your free reward worth $4970.,spam
Exclusive deal just for you. Win $516 cash now.,spam
Reminder: Your appointment is on 23/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 22/04/2026.",ham
Congratulations! You have won a $354 prize. Claim now.,spam
Congratulations! You have won a $4138 prize. Claim now.,spam
Exclusive deal just for you. Win $2457 cash now.,spam
The payment of $1515 has been successfully processed.,ham
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
Team meeting scheduled for 3/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
The payment of $1676 has been successfully processed.,ham
The payment of $1867 has been successfully processed.,ham
Exclusive deal just for you. Win $1202 cash now.,spam
You are selected for a lottery of $1206. Urgent response needed.,spam
